stat_malicious,stat_harmless,stat_suspicious,stat_undetected,stat_timeout,stat_total,ratio_malicious,ratio_harmless,ratio_suspicious,reputation,votes_malicious,votes_harmless,whois_length,has_whois,n_tags,tag_CDN,tag_proxy,tag_tor,tag_vpn,tag_scanner,asn,last_analysis_date,label,vendor_00,vendor_01,vendor_02,vendor_03,vendor_04,vendor_05,vendor_06,vendor_07,vendor_08,vendor_09,vendor_10,vendor_11,vendor_12,vendor_13,vendor_14,vendor_15,vendor_16,vendor_17,vendor_18,vendor_19,vendor_20,vendor_21,vendor_22,vendor_23,vendor_24,vendor_25,vendor_26,vendor_27,vendor_28,vendor_29,vendor_30,vendor_31,vendor_32,vendor_33,vendor_34,vendor_35,vendor_36,vendor_37,vendor_38,vendor_39,vendor_40,vendor_41,vendor_42,vendor_43,country_US,country_CN,country_RU,country_DE,country_KR,country_IN,country_BR,country_FR,country_NL,country_OTHER,rir_ARIN,rir_RIPE,rir_APNIC,rir_LACNIC,rir_AFRINIC
2,76,0,2,2,80,0.025,0.95,0.0,2,1,9,1686,1,0,0,0,0,0,0,45614,1697650923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,78,0,2,2,80,0.0,0.975,0.0,1,0,14,497,1,0,0,0,0,0,0,6799,1695933654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,55,3,3,2,80,0.275,0.6875,0.0375,-23,10,1,232,1,1,0,0,0,0,1,60837,1694636910,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,54,3,9,3,80,0.2125,0.675,0.0375,-10,15,0,1198,1,1,0,0,1,0,0,26150,1697858647,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,73,0,5,1,80,0.025,0.9125,0.0,0,1,8,1536,1,0,0,0,0,0,0,12297,1693105223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,71,0,9,3,80,0.0,0.8875,0.0,4,0,2,850,1,0,0,0,0,0,0,31735,1692519010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19,54,3,7,0,80,0.2375,0.675,0.0375,-30,11,2,1989,1,2,0,0,0,0,0,36245,1690277625,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8,68,2,4,0,80,0.1,0.85,0.025,-28,18,2,793,1,1,0,0,0,0,1,27234,1696315154,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,70,0,4,1,80,0.075,0.875,0.0,-14,16,2,1977,1,1,0,0,1,0,0,6029,1694732311,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,72,0,8,2,80,0.0,0.9,0.0,4,0,5,827,1,0,0,0,0,0,0,52396,1696772894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,71,0,7,0,80,0.025,0.8875,0.0,0,1,6,1624,1,0,0,0,0,0,0,54690,1696933996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,75,0,4,2,80,0.0125,0.9375,0.0,4,0,13,1124,1,0,0,0,0,0,0,65120,1694076431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,73,0,5,1,80,0.025,0.9125,0.0,4,0,7,1257,1,0,0,0,0,0,0,16662,1691741127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,66,1,7,1,80,0.0875,0.825,0.0125,-9,8,0,1431,1,1,0,0,0,0,1,34266,1697786279,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,53,1,8,0,80,0.2375,0.6625,0.0125,-15,13,1,450,1,2,0,0,0,0,0,55631,1690803762,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,75,0,3,3,80,0.025,0.9375,0.0,3,0,14,1078,1,0,0,0,0,0,0,29817,1695780223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14,59,0,7,1,80,0.175,0.7375,0.0,-21,17,2,1917,1,2,0,1,1,1,1,42450,1699295184,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,77,0,2,2,80,0.0125,0.9625,0.0,2,0,11,143,1,0,0,0,0,0,0,10883,1694415863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,71,0,7,2,80,0.025,0.8875,0.0,1,0,10,1527,1,0,0,0,0,0,0,26940,1692672107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,48,4,8,2,80,0.3,0.6,0.05,-6,12,2,847,1,1,0,1,0,0,1,8092,1693817002,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22,49,1,9,0,80,0.275,0.6125,0.0125,-14,10,0,614,1,2,0,0,0,1,0,21972,1698478793,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18,54,5,8,3,80,0.225,0.675,0.0625,-23,17,1,1756,1,1,0,0,0,0,0,59650,1695811227,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,77,0,3,3,80,0.0,0.9625,0.0,4,1,11,1452,1,0,0,0,0,0,0,59165,1692031809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,66,0,6,0,80,0.1,0.825,0.0,-27,7,2,728,1,2,0,1,0,0,1,5695,1690856681,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23,48,2,9,2,80,0.2875,0.6,0.025,-22,17,1,694,1,2,0,0,0,0,0,24155,1691494784,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20,57,1,3,2,80,0.25,0.7125,0.0125,-20,15,2,1954,1,2,0,0,0,0,1,1751,1693671569,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,60,4,6,1,80,0.175,0.75,0.05,-17,18,1,1154,1,2,0,0,0,1,0,57562,1697974041,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,75,0,4,1,80,0.0125,0.9375,0.0,4,1,3,863,1,0,0,0,0,0,0,50848,1698252369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6,66,0,8,0,80,0.075,0.825,0.0,-19,9,2,561,1,2,0,1,0,0,1,30320,1692660883,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,72,0,8,3,80,0.0,0.9,0.0,1,0,13,519,1,0,0,0,0,0,0,45603,1690288124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18,53,0,9,2,80,0.225,0.6625,0.0,-11,13,2,978,1,2,0,0,0,0,1,28089,1693601827,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,76,0,4,3,80,0.0,0.95,0.0,0,0,13,695,1,0,0,0,0,0,0,16381,1694998902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,75,0,5,2,80,0.0,0.9375,0.0,3,1,9,365,1,0,0,0,0,0,0,57539,1698448331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,74,0,4,1,80,0.025,0.925,0.0,3,1,4,1028,1,0,0,0,0,0,0,25809,1696917260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,76,0,4,3,80,0.0,0.95,0.0,0,1,9,1563,1,0,0,0,0,0,0,48815,1690615600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,67,2,2,2,80,0.1375,0.8375,0.025,-28,11,2,1747,1,2,0,0,0,0,0,33873,1690450230,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,70,0,8,2,80,0.025,0.875,0.0,3,1,10,525,1,0,0,0,0,0,0,2139,1695960781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,77,0,2,1,80,0.0125,0.9625,0.0,1,0,4,1875,1,0,0,0,0,0,0,64531,1695169444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16,55,0,9,1,80,0.2,0.6875,0.0,-6,8,0,1028,1,2,0,1,0,1,0,43777,1695969361,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,75,0,4,0,80,0.0125,0.9375,0.0,4,0,10,1816,1,0,0,0,0,0,0,23842,1690337645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,70,0,8,0,80,0.025,0.875,0.0,2,1,7,1964,1,0,0,0,0,0,0,9549,1695392490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,73,0,6,1,80,0.0125,0.9125,0.0,3,0,10,213,1,0,0,0,0,0,0,24870,1691090132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,67,0,8,1,80,0.0625,0.8375,0.0,-27,10,1,1125,1,2,0,0,0,0,0,39055,1694325378,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,73,0,6,2,80,0.0125,0.9125,0.0,4,1,2,519,1,0,0,0,0,0,0,50589,1697859110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,74,0,4,2,80,0.025,0.925,0.0,1,1,10,1031,1,0,0,0,0,0,0,56057,1699082815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,65,2,6,1,80,0.1125,0.8125,0.025,-13,13,0,559,1,2,0,0,0,0,0,45846,1699677740,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,74,0,4,3,80,0.025,0.925,0.0,2,0,14,604,1,0,0,0,0,0,0,44939,1693557125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,72,0,7,2,80,0.0125,0.9,0.0,0,0,9,1588,1,0,0,0,0,0,0,61594,1698057954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,53,3,3,1,80,0.3,0.6625,0.0375,-15,13,1,364,1,2,0,1,0,0,0,22546,1692195793,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,75,0,5,0,80,0.0,0.9375,0.0,1,0,13,1488,1,0,0,0,0,0,0,43504,1699515401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21,50,3,9,0,80,0.2625,0.625,0.0375,-15,13,1,1470,1,2,0,0,1,0,0,46433,1699451052,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,70,0,8,1,80,0.025,0.875,0.0,1,0,9,1356,1,0,0,0,0,0,0,36214,1691656955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,70,0,9,3,80,0.0125,0.875,0.0,1,0,12,303,1,0,0,0,0,0,0,53322,1697795726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,60,2,7,3,80,0.1625,0.75,0.025,-6,16,0,236,1,2,0,0,1,0,0,19224,1693258199,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12,59,3,9,3,80,0.15,0.7375,0.0375,-13,18,0,1882,1,2,0,0,0,0,1,63897,1694401198,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,76,0,4,0,80,0.0,0.95,0.0,2,0,4,1142,1,0,0,0,0,0,0,62088,1697689644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,71,0,9,2,80,0.0,0.8875,0.0,4,0,4,381,1,0,0,0,0,0,0,7288,1693518403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18,58,5,4,3,80,0.225,0.725,0.0625,-25,15,2,588,1,2,0,1,1,0,1,20697,1697700947,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10,63,5,7,3,80,0.125,0.7875,0.0625,-23,5,0,847,1,2,0,0,0,0,0,58623,1695522236,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,71,0,7,2,80,0.025,0.8875,0.0,2,0,4,1617,1,0,0,0,0,0,0,26146,1691818352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,65,5,8,2,80,0.0875,0.8125,0.0625,-6,6,0,1302,1,2,0,0,0,0,0,47034,1698303823,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,57,2,8,1,80,0.1875,0.7125,0.025,-16,8,1,1933,1,1,0,1,0,0,0,2041,1694858721,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,74,0,5,2,80,0.0125,0.925,0.0,2,1,5,1017,1,0,0,0,0,0,0,18749,1691900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,72,0,6,0,80,0.025,0.9,0.0,0,1,11,1549,1,0,0,0,0,0,0,8918,1693807619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,69,0,9,0,80,0.025,0.8625,0.0,2,1,2,1754,1,0,0,0,0,0,0,26784,1695354147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,61,4,9,1,80,0.125,0.7625,0.05,-21,19,1,1415,1,2,0,0,0,0,0,16364,1694349728,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,71,0,8,3,80,0.0125,0.8875,0.0,0,0,4,569,1,0,0,0,0,0,0,18898,1694908321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24,53,4,3,3,80,0.3,0.6625,0.05,-10,18,0,688,1,1,0,0,0,0,1,9579,1699530123,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23,51,3,6,3,80,0.2875,0.6375,0.0375,-11,8,1,664,1,2,0,1,0,1,0,8682,1696574188,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,51,1,8,3,80,0.2625,0.6375,0.0125,-9,11,1,1067,1,1,0,1,0,0,0,15478,1690640852,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24,54,4,2,0,80,0.3,0.675,0.05,-14,13,2,1434,1,2,0,0,0,0,1,52702,1692701732,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17,58,2,5,2,80,0.2125,0.725,0.025,-20,10,1,591,1,1,0,0,0,0,1,20685,1690197664,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23,50,0,7,0,80,0.2875,0.625,0.0,-22,11,2,1941,1,2,0,1,0,1,0,31832,1696037676,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,69,4,5,2,80,0.075,0.8625,0.05,-8,5,0,1141,1,1,0,1,0,0,0,53161,1696599862,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,73,0,6,3,80,0.0125,0.9125,0.0,3,0,11,1185,1,0,0,0,0,0,0,32949,1690364781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,73,0,5,3,80,0.025,0.9125,0.0,1,1,4,1078,1,0,0,0,0,0,0,29349,1698888600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
